dataset,best_lag,abs_lag_min,corr_at_0,corr_best
PEMS04,1,5,0.8872199654579163,0.9019786715507507
PEMS04,1,5,0.8725081086158752,0.8774305582046509
PEMS04,-1,5,0.8477951288223267,0.852629542350769
PEMS04,-12,60,0.4921730160713196,0.5765015482902527
PEMS04,0,0,0.824497640132904,0.824497640132904
PEMS04,1,5,0.7955124974250793,0.7966980338096619
PEMS04,-1,5,0.8789696097373962,0.8827621340751648
PEMS04,1,5,0.9243981242179871,0.9378942251205444
PEMS04,-1,5,0.897956132888794,0.9153429269790649
PEMS04,-1,5,0.5618836283683777,0.5736779570579529
PEMS04,1,5,0.8540124297142029,0.8608571290969849
PEMS04,-1,5,0.7682740092277527,0.7909737229347229
PEMS04,1,5,0.7423916459083557,0.7650191187858582
PEMS04,1,5,0.5571057200431824,0.5735624432563782
PEMS04,1,5,0.7680031061172485,0.7771146297454834
PEMS04,1,5,0.33024340867996216,0.33024629950523376
PEMS04,-1,5,0.5780494213104248,0.5895453691482544
PEMS04,1,5,0.5608864426612854,0.5873469710350037
PEMS04,-1,5,0.8161137700080872,0.8247017860412598
PEMS04,-6,30,0.6139637231826782,0.6237872838973999
PEMS04,1,5,0.8661710023880005,0.8687078356742859
PEMS04,0,0,0.8483811020851135,0.8483811020851135
PEMS04,-12,60,0.49481722712516785,0.5627468228340149
PEMS04,-1,5,0.8819509744644165,0.8984378576278687
PEMS04,1,5,0.8599303364753723,0.8679635524749756
PEMS04,8,40,0.5868905782699585,0.6045655012130737
PEMS04,-1,5,0.9283523559570312,0.9367477297782898
PEMS04,-1,5,0.7020668387413025,0.7118637561798096
PEMS04,-12,60,0.4857977628707886,0.5293210744857788
PEMS04,-1,5,0.7033195495605469,0.7287834882736206
PEMS04,1,5,0.825596034526825,0.8454254865646362
PEMS04,-1,5,0.677594780921936,0.6809150576591492
PEMS04,-1,5,0.525740921497345,0.5320054888725281
PEMS04,0,0,0.784704864025116,0.784704864025116
PEMS04,-1,5,0.8444981575012207,0.8570661544799805
PEMS04,1,5,0.7975439429283142,0.8274460434913635
PEMS04,0,0,0.2549198865890503,0.2549198865890503
PEMS04,1,5,0.3990175724029541,0.44034647941589355
PEMS04,1,5,0.5770976543426514,0.5912082195281982
PEMS04,-1,5,0.6920158863067627,0.7105720639228821
PEMS04,-1,5,0.29715463519096375,0.3341948390007019
PEMS04,-11,55,0.3365724980831146,0.3706890344619751
PEMS04,1,5,0.34809741377830505,0.36729997396469116
PEMS04,1,5,0.2328614443540573,0.23819705843925476
PEMS04,1,5,0.8206174373626709,0.8407906293869019
PEMS04,1,5,0.7595148682594299,0.7778972387313843
PEMS04,-1,5,0.2508740723133087,0.26100170612335205
PEMS04,-2,10,0.5422233939170837,0.5515556931495667
PEMS04,-1,5,0.8496214151382446,0.8741114735603333
PEMS04,-1,5,0.7694007158279419,0.7870268821716309
PEMS04,1,5,0.6200684309005737,0.6332781314849854
PEMS04,-1,5,0.753366231918335,0.7635599374771118
PEMS04,1,5,0.7210432291030884,0.7326498031616211
PEMS04,1,5,0.887127697467804,0.8933073282241821
PEMS04,4,20,0.6871514916419983,0.6911186575889587
PEMS04,2,10,0.43436354398727417,0.44086870551109314
PEMS04,-1,5,0.8050759434700012,0.8144503235816956
PEMS04,1,5,0.8279611468315125,0.8399287462234497
PEMS04,9,45,0.32376906275749207,0.3607042133808136
PEMS04,-1,5,0.4686700105667114,0.48922109603881836
PEMS04,-1,5,0.7548635005950928,0.7890046238899231
PEMS04,0,0,0.7017551064491272,0.7017551064491272
PEMS04,-3,15,0.6462716460227966,0.6530221104621887
PEMS04,-3,15,0.6662677526473999,0.6750773787498474
PEMS04,-2,10,0.5730127692222595,0.5765766501426697
PEMS04,-12,60,0.5050309300422668,0.5548387765884399
PEMS04,-2,10,0.38379862904548645,0.3947916030883789
PEMS04,1,5,0.5277915596961975,0.5379495620727539
PEMS04,-1,5,0.8344098329544067,0.874205470085144
PEMS04,-1,5,0.6676849722862244,0.6969114542007446
PEMS04,1,5,0.5724869966506958,0.6077261567115784
PEMS04,-1,5,0.8155076503753662,0.843040406703949
PEMS04,1,5,0.8165949583053589,0.8186377286911011
PEMS04,1,5,0.8037132620811462,0.8196433186531067
PEMS04,-1,5,0.8208155035972595,0.8329538106918335
PEMS04,1,5,0.809860110282898,0.8181883692741394
PEMS04,1,5,0.9036075472831726,0.911986768245697
PEMS04,-1,5,0.7809280157089233,0.8247036933898926
PEMS04,-2,10,0.5801711678504944,0.5931219458580017
PEMS04,5,25,0.45596960186958313,0.4975353181362152
PEMS04,-4,20,0.6119977831840515,0.6244803071022034
PEMS04,-2,10,0.5237125754356384,0.5552893280982971
PEMS04,-3,15,0.18420001864433289,0.19945502281188965
PEMS04,0,0,0.7367538213729858,0.7367538213729858
PEMS04,-1,5,0.48596084117889404,0.5107529759407043
PEMS04,-12,60,0.06545557826757431,0.07524964213371277
PEMS04,1,5,0.8084537982940674,0.8314006328582764
PEMS04,-10,50,0.26389214396476746,0.2714553475379944
PEMS04,1,5,0.4251895248889923,0.43019533157348633
PEMS04,8,40,0.7375357747077942,0.7633544206619263
PEMS04,9,45,0.6648978590965271,0.7148104906082153
PEMS04,-1,5,0.8236672282218933,0.8569220304489136
PEMS04,-1,5,0.3805195093154907,0.4007008671760559
PEMS04,-1,5,0.7818397879600525,0.7859891653060913
PEMS04,0,0,0.715038001537323,0.715038001537323
PEMS04,12,60,0.5048893094062805,0.5861151814460754
PEMS04,-5,25,0.5080863237380981,0.5151755213737488
PEMS04,1,5,0.7734299898147583,0.791926383972168
PEMS04,-1,5,0.7857785820960999,0.7927191853523254
PEMS04,-1,5,0.4712012708187103,0.47738128900527954
PEMS04,1,5,0.6013892889022827,0.625869631767273
PEMS04,-6,30,0.6975501179695129,0.7216421365737915
PEMS04,1,5,0.856860876083374,0.8868932723999023
PEMS04,-1,5,0.928537905216217,0.9423233270645142
PEMS04,-1,5,0.7775248885154724,0.8048118948936462
PEMS04,1,5,0.493387907743454,0.4994598925113678
PEMS04,-1,5,0.7210186123847961,0.7251089811325073
PEMS04,-11,55,0.5716696381568909,0.6283665895462036
PEMS04,-4,20,0.6069059371948242,0.6277896761894226
PEMS04,-11,55,0.3865864872932434,0.43801483511924744
PEMS04,-3,15,0.4970467686653137,0.506717324256897
PEMS04,-1,5,0.664997935295105,0.6781026124954224
PEMS04,-4,20,0.20825664699077606,0.21670524775981903
PEMS04,-9,45,0.16200634837150574,0.1798063963651657
PEMS04,1,5,0.8449546098709106,0.847596287727356
PEMS04,-1,5,0.807349443435669,0.8196809887886047
PEMS04,8,40,0.7719009518623352,0.800092875957489
PEMS04,1,5,0.8682593703269958,0.8860482573509216
PEMS04,1,5,0.8422257304191589,0.8716109991073608
PEMS04,0,0,0.49381816387176514,0.49381816387176514
PEMS04,6,30,0.6140625476837158,0.6420755386352539
PEMS04,0,0,0.6830439567565918,0.6830439567565918
PEMS04,0,0,0.5985413789749146,0.5985413789749146
PEMS04,-2,10,0.2692459225654602,0.2701621949672699
PEMS04,1,5,0.8876321911811829,0.905324399471283
PEMS04,-1,5,0.9058403968811035,0.9121905565261841
PEMS04,3,15,0.6808863878250122,0.685714602470398
PEMS04,-1,5,0.7963941097259521,0.7976866364479065
PEMS04,-1,5,0.8035565614700317,0.8049842715263367
PEMS04,-12,60,0.5570154190063477,0.6084547638893127
PEMS04,-1,5,0.5529733896255493,0.5616047978401184
PEMS04,1,5,0.6788366436958313,0.6848111748695374
PEMS04,-9,45,0.43905213475227356,0.48483195900917053
PEMS04,1,5,0.8478105664253235,0.8708076477050781
PEMS04,-1,5,0.7831541895866394,0.8039981126785278
PEMS04,1,5,0.4452223777770996,0.4575977027416229
PEMS04,-1,5,0.8446044325828552,0.8799681663513184
PEMS04,1,5,0.7188577055931091,0.7295005321502686
PEMS04,-1,5,0.8100992441177368,0.8217791318893433
PEMS04,1,5,0.7937887907028198,0.8240981101989746
PEMS04,-1,5,0.8664841651916504,0.8758895993232727
PEMS04,1,5,0.9138208627700806,0.923163890838623
PEMS04,1,5,0.4240404963493347,0.4531601369380951
PEMS04,-1,5,0.3153381943702698,0.32457801699638367
PEMS04,3,15,0.5990564227104187,0.6047232747077942
PEMS04,1,5,0.555246889591217,0.5687329769134521
PEMS04,1,5,0.4288164973258972,0.45405879616737366
PEMS04,0,0,0.2659466564655304,0.2659466564655304
PEMS04,-2,10,0.6191948652267456,0.6723771095275879
PEMS04,2,10,0.4325801432132721,0.6663201451301575
PEMS04,1,5,0.47521162033081055,0.6061343550682068
PEMS04,1,5,0.4260092079639435,0.4299907386302948
PEMS04,0,0,0.4024463891983032,0.4024463891983032
PEMS04,-1,5,0.6541738510131836,0.6583423018455505
PEMS04,-1,5,0.538091778755188,0.5542505979537964
PEMS04,1,5,0.7306023240089417,0.7422905564308167
PEMS04,-1,5,0.6472784876823425,0.6664230227470398
PEMS04,1,5,0.8223991990089417,0.8323063254356384
PEMS04,-1,5,0.803183913230896,0.8116074800491333
PEMS04,1,5,0.6756921410560608,0.6927574872970581
PEMS04,-1,5,0.8465416431427002,0.8472293615341187
PEMS04,-1,5,0.6230696439743042,0.6331090331077576
PEMS04,1,5,0.7884348034858704,0.7976548671722412
PEMS04,8,40,0.5224221348762512,0.5625565648078918
PEMS04,3,15,0.4486657381057739,0.4517477750778198
PEMS04,-1,5,0.5110591650009155,0.5858648419380188
PEMS04,1,5,0.6559212803840637,0.6913547515869141
PEMS04,0,0,0.9999996423721313,0.9999996423721313
PEMS04,-9,45,0.446026086807251,0.46899208426475525
PEMS04,0,0,0.8011364340782166,0.8011364340782166
PEMS04,12,60,0.5031353235244751,0.5801969170570374
PEMS04,-1,5,0.7859276533126831,0.798786461353302
PEMS04,-1,5,0.7904269695281982,0.8189576268196106
PEMS04,0,0,0.3390258848667145,0.3390258848667145
PEMS04,-12,60,-0.04865612834692001,-0.03836778178811073
PEMS04,-9,45,0.33832842111587524,0.3706328868865967
PEMS04,0,0,0.007038252893835306,0.007038252893835306
PEMS04,-2,10,0.3232668340206146,0.3240598440170288
PEMS04,12,60,0.2740379571914673,0.3719256520271301
PEMS04,1,5,0.5943505167961121,0.6017332077026367
PEMS04,1,5,0.6988717317581177,0.7628124356269836
PEMS04,-1,5,0.5772889256477356,0.6548961400985718
PEMS04,1,5,0.8258849382400513,0.8485787510871887
PEMS04,1,5,0.8951232433319092,0.9335490465164185
PEMS04,-1,5,0.6057550311088562,0.6160427927970886
PEMS04,2,10,0.5399424433708191,0.5419148802757263
PEMS04,0,0,0.8713836669921875,0.8713836669921875
PEMS04,1,5,0.8258432149887085,0.8437469601631165
PEMS04,0,0,0.7729730010032654,0.7729730010032654
PEMS04,1,5,0.8251533508300781,0.8888642191886902
PEMS04,-3,15,0.5411694049835205,0.5619872212409973
PEMS04,0,0,0.896298348903656,0.896298348903656
PEMS04,-3,15,0.7766536474227905,0.7787765860557556
PEMS04,1,5,0.8202763199806213,0.8223716020584106
PEMS04,-1,5,0.7167996764183044,0.739747941493988
PEMS04,-2,10,0.5190451741218567,0.5278538465499878
PEMS04,-11,55,0.4329240322113037,0.5100648999214172
PEMS04,5,25,0.24922044575214386,0.2547154724597931
PEMS04,-1,5,0.3682086765766144,0.3687436282634735
PEMS04,-9,45,0.07256416976451874,0.08504458516836166
PEMS04,1,5,0.3431902825832367,0.34514909982681274
PEMS04,1,5,0.3431902825832367,0.34514909982681274
PEMS04,0,0,0.9999996423721313,0.9999996423721313
PEMS04,0,0,0.9999996423721313,0.9999996423721313
PEMS04,1,5,0.7743818759918213,0.8419341444969177
PEMS04,-4,20,0.3067132830619812,0.30946147441864014
PEMS04,1,5,0.24758274853229523,0.2745651304721832
PEMS04,1,5,0.7633780837059021,0.8199328780174255
PEMS04,-1,5,0.6193628907203674,0.6323511004447937
PEMS04,1,5,0.05917315557599068,0.0650736540555954
PEMS04,-1,5,0.5811349749565125,0.6031227707862854
PEMS04,0,0,0.9999996423721313,0.9999996423721313
PEMS04,-1,5,0.5234687328338623,0.5263060331344604
PEMS04,4,20,0.24720416963100433,0.24857674539089203
PEMS04,-1,5,0.22265739738941193,0.2424456626176834
PEMS04,0,0,0.9999996423721313,0.9999996423721313
PEMS04,0,0,0.9999996423721313,0.9999996423721313
PEMS04,0,0,0.9999996423721313,0.9999996423721313
PEMS04,0,0,0.8560803532600403,0.8560803532600403
PEMS04,0,0,0.9999996423721313,0.9999996423721313
PEMS04,0,0,0.8560803532600403,0.8560803532600403
PEMS04,0,0,0.9999996423721313,0.9999996423721313
PEMS04,0,0,0.9999996423721313,0.9999996423721313
PEMS04,1,5,0.8196699023246765,0.843227207660675
PEMS04,-1,5,0.9283473491668701,0.9472256302833557
PEMS04,-1,5,0.6907813549041748,0.7207421064376831
PEMS04,-8,40,0.6127799153327942,0.6319736242294312
PEMS04,-12,60,0.5290489196777344,0.601424515247345
PEMS04,1,5,0.7455119490623474,0.7636153101921082
PEMS04,-1,5,0.8513551950454712,0.8696361780166626
PEMS04,-1,5,0.9159989356994629,0.9265456795692444
PEMS04,1,5,0.7305142879486084,0.7388421893119812
PEMS04,1,5,0.6595849990844727,0.6724218726158142
PEMS04,1,5,0.9699147939682007,0.9768379330635071
PEMS04,-1,5,0.9673780798912048,0.9770232439041138
PEMS04,-1,5,0.9089536070823669,0.9388912916183472
PEMS04,0,0,0.7979688048362732,0.7979688048362732
PEMS04,0,0,0.759441614151001,0.759441614151001
PEMS04,-1,5,0.5374643206596375,0.5393255949020386
PEMS04,1,5,0.6196043491363525,0.6272671222686768
PEMS04,4,20,0.7693346738815308,0.7752419114112854
PEMS04,1,5,0.8304235935211182,0.8500550389289856
PEMS04,-1,5,0.506314218044281,0.5282319784164429
PEMS04,0,0,0.5322172045707703,0.5322172045707703
PEMS04,1,5,0.5624676942825317,0.685893177986145
PEMS04,-1,5,0.8438981175422668,0.906857967376709
PEMS04,0,0,0.9047331809997559,0.9047331809997559
PEMS04,7,35,0.5813753604888916,0.6108637452125549
PEMS04,1,5,0.7058563232421875,0.7142957448959351
PEMS04,-1,5,0.859915018081665,0.8603873252868652
PEMS04,-1,5,0.7326549887657166,0.7537243366241455
PEMS04,1,5,0.6932037472724915,0.7350484728813171
PEMS04,1,5,0.361157089471817,0.4150116741657257
PEMS04,-10,50,0.7249844670295715,0.7707496285438538
PEMS04,1,5,0.5768935680389404,0.5982829928398132
PEMS04,-1,5,0.8542170524597168,0.8928146958351135
PEMS04,1,5,0.713142991065979,0.752534031867981
PEMS04,-1,5,0.7042434811592102,0.7759528160095215
PEMS04,-1,5,0.7703418135643005,0.8081607222557068
PEMS04,1,5,0.8241446614265442,0.85401451587677
PEMS04,12,60,0.029710380360484123,0.0722201019525528
PEMS04,-1,5,0.42309683561325073,0.43668070435523987
PEMS08,0,0,0.9348909854888916,0.9348909854888916
PEMS08,1,5,0.6433180570602417,0.66187983751297
PEMS08,1,5,0.5917584300041199,0.6153567433357239
PEMS08,1,5,0.8777795433998108,0.8920511603355408
PEMS08,-1,5,0.8920196294784546,0.9047906398773193
PEMS08,-5,25,0.7032546997070312,0.7100731134414673
PEMS08,-3,15,0.6395875215530396,0.6530632376670837
PEMS08,-1,5,0.8225149512290955,0.8238326907157898
PEMS08,-12,60,0.21427969634532928,0.22791911661624908
PEMS08,1,5,0.844744086265564,0.8543339967727661
PEMS08,0,0,0.5627899169921875,0.5627899169921875
PEMS08,1,5,0.835708498954773,0.8665247559547424
PEMS08,11,55,0.11139485239982605,0.11214705556631088
PEMS08,-12,60,0.19041448831558228,0.23348049819469452
PEMS08,-4,20,0.6941501498222351,0.7083944082260132
PEMS08,-2,10,0.7549492716789246,0.7599668502807617
PEMS08,1,5,0.8415079116821289,0.8441702723503113
PEMS08,-1,5,0.7328264713287354,0.7463310360908508
PEMS08,-1,5,0.5688199400901794,0.5702466368675232
PEMS08,-12,60,0.2852979600429535,0.3323102593421936
PEMS08,-10,50,0.31595927476882935,0.3554486036300659
PEMS08,-1,5,0.40146318078041077,0.42802801728248596
PEMS08,1,5,0.34299832582473755,0.34368300437927246
PEMS08,-6,30,0.25049033761024475,0.25521591305732727
PEMS08,-1,5,0.22588664293289185,0.23520886898040771
PEMS08,1,5,0.6487938761711121,0.6704486012458801
PEMS08,6,30,0.5821196436882019,0.6069079637527466
PEMS08,6,30,0.6134085059165955,0.6537659168243408
PEMS08,5,25,0.5915243029594421,0.6068322062492371
PEMS08,-1,5,0.523800790309906,0.7035267949104309
PEMS08,1,5,0.3475894629955292,0.3510378897190094
PEMS08,-7,35,0.6470834612846375,0.6710619330406189
PEMS08,-10,50,0.6307806372642517,0.6422878503799438
PEMS08,1,5,0.20633135735988617,0.21518060564994812
PEMS08,5,25,0.5723853707313538,0.5775476098060608
PEMS08,0,0,0.9304460287094116,0.9304460287094116
PEMS08,-4,20,0.5917356014251709,0.5970128178596497
PEMS08,-1,5,0.8568095564842224,0.878944993019104
PEMS08,6,30,0.6346673965454102,0.6438290476799011
PEMS08,1,5,0.3472147285938263,0.3479025065898895
PEMS08,1,5,0.7687875628471375,0.7743529081344604
PEMS08,12,60,0.5446857213973999,0.6248794794082642
PEMS08,12,60,0.5131540298461914,0.5913082361221313
PEMS08,2,10,0.3108183741569519,0.322441965341568
PEMS08,12,60,0.512870192527771,0.5910854935646057
PEMS08,12,60,0.36832195520401,0.4007757902145386
PEMS08,12,60,0.3510073721408844,0.41980764269828796
PEMS08,-1,5,0.8466178178787231,0.8551941514015198
PEMS08,1,5,0.7214844822883606,0.7305593490600586
PEMS08,0,0,0.8091698288917542,0.8091698288917542
PEMS08,11,55,0.6354917883872986,0.6955676078796387
PEMS08,0,0,0.8065976500511169,0.8065976500511169
PEMS08,5,25,0.43172648549079895,0.44550564885139465
PEMS08,3,15,0.5708541870117188,0.5795271992683411
PEMS08,1,5,0.7871527671813965,0.7905029654502869
PEMS08,-1,5,0.4582322835922241,0.47226765751838684
PEMS08,1,5,0.8180260062217712,0.8245455622673035
PEMS08,0,0,0.8978962898254395,0.8978962898254395
PEMS08,-7,35,0.4768393635749817,0.4873756468296051
PEMS08,-12,60,0.00786456186324358,0.02167314849793911
PEMS08,-12,60,0.17667974531650543,0.23620013892650604
PEMS08,-11,55,0.5078835487365723,0.5550046563148499
PEMS08,1,5,0.8333503007888794,0.8469866514205933
PEMS08,0,0,0.6105574369430542,0.6105574369430542
PEMS08,0,0,0.5497792363166809,0.5497792363166809
PEMS08,-1,5,0.8464294075965881,0.8671057224273682
PEMS08,-1,5,0.8225393891334534,0.8235212564468384
PEMS08,-1,5,0.8257239460945129,0.8382886648178101
PEMS08,0,0,0.8065648674964905,0.8065648674964905
PEMS08,4,20,0.293647825717926,0.29382845759391785
PEMS08,0,0,0.7047602534294128,0.7047602534294128
PEMS08,-1,5,0.8911928534507751,0.9241778254508972
PEMS08,6,30,0.18288129568099976,0.19808772206306458
PEMS08,-1,5,0.20754343271255493,0.22609224915504456
PEMS08,11,55,0.2228505164384842,0.25395137071609497
PEMS08,1,5,0.4658450484275818,0.4936704635620117
PEMS08,-12,60,0.17018406093120575,0.18066534399986267
PEMS08,-4,20,0.8210861086845398,0.8285287618637085
PEMS08,-6,30,0.8086431622505188,0.8240644931793213
PEMS08,0,0,0.6342853307723999,0.6342853307723999
PEMS08,0,0,0.6342853307723999,0.6342853307723999
PEMS08,-8,40,0.19015853106975555,0.22892412543296814
PEMS08,1,5,0.6672413945198059,0.6940844058990479
PEMS08,-1,5,0.8840206265449524,0.9187207818031311
PEMS08,1,5,0.5825223326683044,0.5870599150657654
PEMS08,-12,60,-0.04700141027569771,-0.0022132531739771366
PEMS08,1,5,0.663083553314209,0.6691716313362122
PEMS08,0,0,0.5953020453453064,0.5953020453453064
PEMS08,2,10,0.6019420027732849,0.6046434044837952
PEMS08,-7,35,0.20426352322101593,0.21902082860469818
PEMS08,2,10,0.4290737211704254,0.4304608702659607
PEMS08,-1,5,0.17121931910514832,0.1767120212316513
PEMS08,1,5,0.3020195960998535,0.3064013421535492
PEMS08,-6,30,0.2023758590221405,0.20712000131607056
PEMS08,0,0,0.1566745787858963,0.1566745787858963
PEMS08,-2,10,0.20714683830738068,0.21769770979881287
PEMS08,7,35,0.05413324385881424,0.06258489191532135
PEMS08,11,55,0.22189220786094666,0.23173397779464722
PEMS08,-4,20,0.26859739422798157,0.2703365981578827
PEMS08,-5,25,0.3323982357978821,0.33500707149505615
PEMS08,-7,35,0.4284588694572449,0.4500614404678345
PEMS08,-1,5,0.3245430886745453,0.35591843724250793
PEMS08,-3,15,0.5334029793739319,0.537948727607727
PEMS08,-1,5,0.4933127760887146,0.5090372562408447
PEMS08,1,5,0.7355725765228271,0.7807683944702148
PEMS08,-1,5,0.3396354615688324,0.3480589985847473
PEMS08,1,5,0.9082918763160706,0.9132120609283447
PEMS08,-1,5,0.8865640759468079,0.9031703472137451
PEMS08,-1,5,0.8333773016929626,0.8582621812820435
PEMS08,1,5,0.8964360952377319,0.900656521320343
PEMS08,-4,20,0.453461229801178,0.46335968375205994
PEMS08,-1,5,0.6427989602088928,0.6556029915809631
PEMS08,0,0,0.6895920634269714,0.6895920634269714
PEMS08,-5,25,0.27465471625328064,0.29909250140190125
PEMS08,1,5,0.4999653100967407,0.5012267231941223
PEMS08,-1,5,0.5160791873931885,0.5331800580024719
PEMS08,1,5,0.5675094127655029,0.5717403888702393
PEMS08,5,25,0.46023666858673096,0.46470946073532104
PEMS08,1,5,0.5675094127655029,0.5717403888702393
PEMS08,1,5,0.7859827876091003,0.8178673386573792
PEMS08,12,60,0.6262054443359375,0.6574576497077942
PEMS08,2,10,0.27538102865219116,0.27708035707473755
PEMS08,1,5,0.4640211760997772,0.48341992497444153
PEMS08,12,60,0.4444945454597473,0.4637880027294159
PEMS08,0,0,0.5867968201637268,0.5867968201637268
PEMS08,1,5,0.6916845440864563,0.7169122695922852
PEMS08,-1,5,0.5935809016227722,0.6066523194313049
PEMS08,-8,40,0.23499424755573273,0.23599773645401
PEMS08,0,0,0.48954451084136963,0.48954451084136963
PEMS08,-1,5,0.4495728611946106,0.45848459005355835
PEMS08,-1,5,0.79381263256073,0.8055062294006348
PEMS08,-11,55,0.24564820528030396,0.27390140295028687
PEMS08,1,5,0.7798411250114441,0.815756618976593
PEMS08,-1,5,0.5837780833244324,0.5859385132789612
PEMS08,3,15,0.6948243379592896,0.6984860301017761
PEMS08,0,0,0.7645362019538879,0.7645362019538879
PEMS08,-1,5,0.4463954567909241,0.4509137272834778
PEMS08,1,5,0.736115574836731,0.7492668032646179
PEMS08,-3,15,0.03358413279056549,0.03617396578192711
PEMS08,-1,5,0.5751478672027588,0.5780314803123474
PEMS08,-1,5,0.8284322023391724,0.841349184513092
PEMS08,-1,5,0.3421196937561035,0.3455881178379059
PEMS08,0,0,0.3090633749961853,0.3090633749961853
PEMS08,1,5,0.8714651465415955,0.8839746117591858
PEMS08,2,10,0.5437492728233337,0.5511524677276611
PEMS08,1,5,0.6100644469261169,0.6574997305870056
PEMS08,-5,25,0.2735479772090912,0.2807280123233795
PEMS08,2,10,0.34139856696128845,0.3417702615261078
PEMS08,1,5,0.3527911901473999,0.35491442680358887
PEMS08,1,5,0.39517638087272644,0.4114082157611847
PEMS08,0,0,0.9999985694885254,0.9999985694885254
PEMS08,0,0,0.9998314380645752,0.9998314380645752
